AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Texas,All,2015-16,19,7.8,3,278,"3,582",99.2%
State,Texas,All,2015-16,20,6.5,2,233,"3,599",99.7%
State,Texas,All,2015-16,21,6.7,0,246,"3,645",> 100%
State,Texas,All,2015-16,22,7.9,1,270,"3,442",95.4%
State,Texas,All,2015-16,23,7.1,0,258,"3,652",> 100%
State,Texas,All,2015-16,24,6.6,2,238,"3,651",> 100%
State,Texas,All,2015-16,25,5.8,1,207,"3,594",99.6%
State,Texas,All,2015-16,26,7.4,0,263,"3,534",97.9%
State,Texas,All,2015-16,27,6.2,0,219,"3,560",98.6%
State,Texas,All,2015-16,28,5.9,0,207,"3,481",96.4%
State,Texas,All,2015-16,29,5.9,0,207,"3,497",96.9%
State,Texas,All,2015-16,30,5.6,0,203,"3,627",> 100%
State,Texas,All,2015-16,31,6.6,0,232,"3,512",97.3%
State,Texas,All,2015-16,32,5.7,0,201,"3,509",97.2%
State,Texas,All,2015-16,33,6.2,0,221,"3,555",98.5%
State,Texas,All,2015-16,34,6.1,0,219,"3,565",98.8%
State,Texas,All,2015-16,35,6.7,0,241,"3,586",99.3%
State,Texas,All,2015-16,36,6,1,211,"3,552",98.4%
State,Texas,All,2015-16,37,6.5,0,232,"3,544",98.2%
State,Texas,All,2015-16,38,6.8,2,235,"3,461",95.9%
State,Texas,All,2015-16,39,6.5,1,217,"3,376",93.5%
State,Texas,All,2016-17,40,6.2,2,219,"3,558",98.6%
State,Texas,All,2016-17,41,5.6,1,199,"3,587",99.4%
State,Texas,All,2016-17,42,6.5,0,229,"3,528",97.7%
State,Texas,All,2016-17,43,6,2,219,"3,665",> 100%
State,Texas,All,2016-17,44,6.3,1,227,"3,617",> 100%
State,Texas,All,2016-17,45,6.7,1,243,"3,656",> 100%
State,Texas,All,2016-17,46,5.6,1,206,"3,669",> 100%
State,Texas,All,2016-17,47,6.6,3,241,"3,681",> 100%
State,Texas,All,2016-17,48,6.4,4,239,"3,782",> 100%
State,Texas,All,2016-17,49,6.8,1,250,"3,683",> 100%
State,Texas,All,2016-17,50,7,4,267,"3,879",> 100%
State,Texas,All,2016-17,51,6.9,6,271,"4,018",> 100%
State,Texas,All,2016-17,52,7.4,3,291,"3,950",> 100%
State,Texas,All,2016-17,1,8.2,5,319,"3,974",> 100%
State,Texas,All,2016-17,2,8.1,16,327,"4,215",> 100%
State,Texas,All,2016-17,3,8.4,10,323,"3,988",> 100%
State,Texas,All,2016-17,4,8,18,300,"3,980",> 100%
State,Texas,All,2016-17,5,7.8,17,296,"4,031",> 100%
State,Texas,All,2016-17,6,8.6,22,330,"4,116",> 100%
State,Texas,All,2016-17,7,8.9,36,326,"4,072",> 100%
State,Texas,All,2016-17,8,9.3,38,341,"4,071",> 100%
State,Texas,All,2016-17,9,8.1,33,289,"3,994",> 100%
State,Texas,All,2016-17,10,8.4,23,322,"4,088",> 100%
State,Texas,All,2016-17,11,7.9,12,298,"3,920",> 100%
State,Texas,All,2016-17,12,7.7,18,282,"3,882",> 100%
State,Texas,All,2016-17,13,7.9,12,294,"3,887",> 100%
State,Texas,All,2016-17,14,7.5,11,268,"3,709",> 100%
State,Texas,All,2016-17,15,7.5,10,268,"3,715",> 100%
State,Texas,All,2016-17,16,6.5,8,226,"3,620",> 100%
State,Texas,All,2016-17,17,6.9,4,255,"3,760",> 100%
State,Texas,All,2016-17,18,7.3,3,266,"3,690",> 100%
State,Texas,All,2016-17,19,5.8,3,210,"3,670",> 100%
State,Texas,All,2016-17,20,6,1,221,"3,701",> 100%
State,Texas,All,2016-17,21,6.4,0,231,"3,602",99.8%
State,Texas,All,2016-17,22,6.5,3,231,"3,593",99.5%
State,Texas,All,2016-17,23,6.8,3,238,"3,550",98.3%
State,Texas,All,2016-17,24,6,3,215,"3,655",> 100%
State,Texas,All,2016-17,25,6.2,1,226,"3,686",> 100%
State,Texas,All,2016-17,26,6.4,2,226,"3,563",98.7%
State,Texas,All,2016-17,27,5.9,2,212,"3,657",> 100%
State,Texas,All,2016-17,28,6.3,0,213,"3,363",93.2%
State,Texas,All,2016-17,29,5.7,0,198,"3,460",95.9%
State,Texas,All,2016-17,30,6.4,0,230,"3,589",99.4%
State,Texas,All,2016-17,31,5.5,1,201,"3,646",> 100%
State,Texas,All,2016-17,32,5.9,2,206,"3,555",98.5%
State,Texas,All,2016-17,33,5.9,1,202,"3,469",96.1%
State,Texas,All,2016-17,34,5.8,0,211,"3,614",> 100%
State,Texas,All,2016-17,35,5.8,2,207,"3,584",99.3%
State,Texas,All,2016-17,36,5.7,2,205,"3,630",> 100%
State,Texas,All,2016-17,37,6.7,1,245,"3,658",> 100%
State,Texas,All,2016-17,38,6.7,4,237,"3,586",99.3%
State,Texas,All,2016-17,39,6,1,213,"3,587",99.4%
State,Texas,All,2017-18,40,5.9,3,216,"3,732",> 100%
State,Texas,All,2017-18,41,6.3,4,234,"3,759",> 100%
State,Texas,All,2017-18,42,6.7,4,251,"3,784",> 100%
State,Texas,All,2017-18,43,6.2,2,237,"3,831",> 100%
State,Texas,All,2017-18,44,6.5,2,255,"3,963",> 100%
State,Texas,All,2017-18,45,5.9,5,220,"3,804",> 100%
State,Texas,All,2017-18,46,7.1,9,259,"3,775",> 100%
State,Texas,All,2017-18,47,6.9,9,257,"3,866",> 100%
State,Texas,All,2017-18,48,6.8,12,256,"3,953",> 100%
State,Texas,All,2017-18,49,7.2,18,264,"3,924",> 100%
State,Texas,All,2017-18,50,7.8,21,297,"4,053",> 100%
State,Texas,All,2017-18,51,8.3,35,344,"4,544",> 100%
State,Texas,All,2017-18,52,9.3,69,335,"4,349",> 100%
State,Texas,All,2017-18,1,10.6,104,423,"4,975",> 100%
State,Texas,All,2017-18,2,13.3,151,516,"5,018",> 100%
State,Texas,All,2017-18,3,12,137,452,"4,911",> 100%
State,Texas,All,2017-18,4,11.9,114,438,"4,631",> 100%
State,Texas,All,2017-18,5,10.4,106,362,"4,497",> 100%
State,Texas,All,2017-18,6,10.5,87,376,"4,392",> 100%
State,Texas,All,2017-18,7,10.5,72,378,"4,304",> 100%
State,Texas,All,2017-18,8,10.3,55,366,"4,079",> 100%
State,Texas,All,2017-18,9,9.3,43,338,"4,093",> 100%
State,Texas,All,2017-18,10,9,30,335,"4,071",> 100%
State,Texas,All,2017-18,11,7,14,257,"3,899",> 100%
State,Texas,All,2017-18,12,7.6,14,276,"3,794",> 100%
State,Texas,All,2017-18,13,7.8,7,282,"3,716",> 100%
State,Texas,All,2017-18,14,7,5,256,"3,722",> 100%
State,Texas,All,2017-18,15,6.9,2,261,"3,816",> 100%
State,Texas,All,2017-18,16,5.6,5,208,"3,773",> 100%
State,Texas,All,2017-18,17,5.8,1,213,"3,699",> 100%
State,Texas,All,2017-18,18,6.5,5,240,"3,767",> 100%
State,Texas,All,2017-18,19,6.6,2,240,"3,664",> 100%
State,Texas,All,2017-18,20,6.1,1,223,"3,693",> 100%
State,Texas,All,2017-18,21,6.5,1,231,"3,564",98.7%
State,Texas,All,2017-18,22,6,0,220,"3,682",> 100%
State,Texas,All,2017-18,23,6.1,3,222,"3,680",> 100%
State,Texas,All,2017-18,24,6.5,2,235,"3,642",> 100%
State,Texas,All,2017-18,25,6,0,216,"3,601",99.8%
State,Texas,All,2017-18,26,6.6,2,239,"3,656",> 100%
State,Texas,All,2017-18,27,6,1,204,"3,420",94.7%
State,Texas,All,2017-18,28,5.6,0,204,"3,649",> 100%
State,Texas,All,2017-18,29,5.8,0,210,"3,647",> 100%
State,Texas,All,2017-18,30,5.4,0,197,"3,628",> 100%
State,Texas,All,2017-18,31,5.2,1,191,"3,675",> 100%
State,Texas,All,2017-18,32,5.6,2,199,"3,602",99.8%
State,Texas,All,2017-18,33,5.3,0,196,"3,680",> 100%
State,Texas,All,2017-18,34,5.9,0,223,"3,772",> 100%
State,Texas,All,2017-18,35,5.9,0,207,"3,527",97.7%
State,Texas,All,2017-18,36,5.7,1,200,"3,505",97.1%
State,Texas,All,2017-18,37,6,2,214,"3,595",99.6%
State,Texas,All,2017-18,38,6.3,1,229,"3,637",> 100%
State,Texas,All,2017-18,39,5.4,1,191,"3,576",99.1%
State,Texas,All,2018-19,40,5.8,1,212,"3,676",> 100%
State,Texas,All,2018-19,41,6.2,3,223,"3,661",> 100%
State,Texas,All,2018-19,42,5.5,2,200,"3,690",> 100%
State,Texas,All,2018-19,43,7,3,259,"3,736",> 100%
State,Texas,All,2018-19,44,5.7,4,208,"3,733",> 100%
State,Texas,All,2018-19,45,6,2,228,"3,859",> 100%
State,Texas,All,2018-19,46,6.2,3,242,"3,930",> 100%
State,Texas,All,2018-19,47,6.7,6,259,"3,958",> 100%
State,Texas,All,2018-19,48,6.2,2,245,"3,963",> 100%
State,Texas,All,2018-19,49,6.9,8,266,"3,959",> 100%
State,Texas,All,2018-19,50,7.5,4,300,"4,037",> 100%
State,Texas,All,2018-19,51,7.1,8,288,"4,148",> 100%
State,Texas,All,2018-19,52,8.1,9,324,"4,087",> 100%
State,Texas,All,2018-19,1,7.9,23,312,"4,217",> 100%
State,Texas,All,2018-19,2,8.7,22,347,"4,243",> 100%
State,Texas,All,2018-19,3,8.3,19,321,"4,105",> 100%
State,Texas,All,2018-19,4,8.3,21,315,"4,035",> 100%
State,Texas,All,2018-19,5,8.4,37,309,"4,117",> 100%
State,Texas,All,2018-19,6,7.7,23,288,"4,056",> 100%
State,Texas,All,2018-19,7,7.5,35,273,"4,114",> 100%
State,Texas,All,2018-19,8,7.8,33,285,"4,060",> 100%
State,Texas,All,2018-19,9,7.6,23,276,"3,952",> 100%
State,Texas,All,2018-19,10,8.4,40,313,"4,202",> 100%
State,Texas,All,2018-19,11,7.7,22,296,"4,145",> 100%
State,Texas,All,2018-19,12,7,14,275,"4,106",> 100%
State,Texas,All,2018-19,13,7.4,16,271,"3,898",> 100%
State,Texas,All,2018-19,14,7,11,257,"3,841",> 100%
State,Texas,All,2018-19,15,6.9,8,262,"3,912",> 100%
State,Texas,All,2018-19,16,6.8,3,258,"3,854",> 100%
State,Texas,All,2018-19,17,6.3,7,231,"3,770",> 100%
State,Texas,All,2018-19,18,6.4,2,240,"3,806",> 100%
State,Texas,All,2018-19,19,6.9,4,252,"3,688",> 100%
State,Texas,All,2018-19,20,7,4,255,"3,720",> 100%
State,Texas,All,2018-19,21,7.1,3,261,"3,737",> 100%
State,Texas,All,2018-19,22,5.6,0,210,"3,760",> 100%
State,Texas,All,2018-19,23,6.7,1,259,"3,884",> 100%
State,Texas,All,2018-19,24,5.9,2,213,"3,652",> 100%
State,Texas,All,2018-19,25,6.7,1,249,"3,736",> 100%
State,Texas,All,2018-19,26,6,1,222,"3,701",> 100%
State,Texas,All,2018-19,27,6.4,2,240,"3,778",> 100%
State,Texas,All,2018-19,28,6,0,227,"3,756",> 100%
State,Texas,All,2018-19,29,5.6,0,202,"3,612",> 100%
State,Texas,All,2018-19,30,5.7,0,208,"3,658",> 100%
State,Texas,All,2018-19,31,5.7,0,217,"3,802",> 100%
State,Texas,All,2018-19,32,5.4,3,199,"3,737",> 100%
State,Texas,All,2018-19,33,5.5,0,204,"3,698",> 100%
State,Texas,All,2018-19,34,5.5,0,200,"3,649",> 100%
State,Texas,All,2018-19,35,5.3,2,191,"3,655",> 100%
State,Texas,All,2018-19,36,5.6,1,209,"3,762",> 100%
State,Texas,All,2018-19,37,5.3,6,192,"3,707",> 100%
State,Texas,All,2018-19,38,5,1,174,"3,496",96.8%
State,Texas,All,2018-19,39,5.5,3,202,"3,754",> 100%
State,Texas,All,2019-20,40,5.2,2,196,"3,803",> 100%
State,Texas,All,2019-20,41,6,2,226,"3,828",> 100%
State,Texas,All,2019-20,42,6.4,2,248,"3,895",> 100%
State,Texas,All,2019-20,43,5.7,4,218,"3,865",> 100%
State,Texas,All,2019-20,44,5.7,3,225,"3,983",> 100%
State,Texas,All,2019-20,45,5.6,5,219,"4,017",> 100%
State,Texas,All,2019-20,46,5.8,10,221,"3,998",> 100%
State,Texas,All,2019-20,47,6.1,8,248,"4,174",> 100%
State,Texas,All,2019-20,48,5.8,7,227,"4,060",> 100%
State,Texas,All,2019-20,49,6.3,17,236,"4,036",> 100%
State,Texas,All,2019-20,50,6.8,17,271,"4,235",> 100%
State,Texas,All,2019-20,51,7.2,18,284,"4,186",> 100%
State,Texas,All,2019-20,52,7.5,20,298,"4,254",> 100%
State,Texas,All,2019-20,1,8.1,42,302,"4,230",> 100%
State,Texas,All,2019-20,2,9.2,53,357,"4,475",> 100%
State,Texas,All,2019-20,3,7.9,43,290,"4,199",> 100%
State,Texas,All,2019-20,4,8,30,296,"4,054",> 100%
State,Texas,All,2019-20,5,7.3,30,270,"4,100",> 100%
State,Texas,All,2019-20,6,7.3,36,274,"4,223",> 100%
State,Texas,All,2019-20,7,7.8,43,291,"4,273",> 100%
State,Texas,All,2019-20,8,7.4,33,269,"4,107",> 100%
State,Texas,All,2019-20,9,8.2,38,295,"4,044",> 100%
State,Texas,All,2019-20,10,7.4,40,264,"4,106",> 100%
State,Texas,All,2019-20,11,8,32,292,"4,044",> 100%
State,Texas,All,2019-20,12,8.3,22,319,"4,104",> 100%
State,Texas,All,2019-20,13,8.4,15,329,"4,109",> 100%
State,Texas,All,2019-20,14,8.7,6,342,"4,017",> 100%
State,Texas,All,2019-20,15,9.4,3,376,"4,053",> 100%
State,Texas,All,2019-20,16,9.2,3,360,"3,933",> 100%
State,Texas,All,2019-20,17,7.2,6,261,"3,715",> 100%
State,Texas,All,2019-20,18,7.6,4,199,"2,679",74.2%
State,Texas,All,2019-20,19,6,1,56,948,26.3%
